n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,2,0.24995409670609509,0.24993192179725562,0.5,0.5,0.0495064997324912,helix
20,mixed,2,2,0.24985826268244524,0.24984216376602833,0.5,0.5,0.0003428379479783309,helix
