n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
5,gate,2,3,0.36529414386077796,0.3264439216332095,0.6233333333333333,0.5800000000000001,0.03527426943068413,helix
5,mixed,2,3,0.4458061587334845,0.41159532353136974,0.7,0.77,0.000539838391908505,helix
