n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,0,0.2481487502677934,0.24958950727267157,0.8571428571428571,0.6333333333333333,0.04854894774113982,iris
20,mixed,2,0,0.24261211759502546,0.24852254327794177,0.9142857142857143,0.5333333333333333,0.00012114579354223873,iris
