n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,3,0.24903366532815516,0.24893268626964457,0.5833333333333334,0.62,0.04444861978027018,corners3d
20,mixed,2,3,0.2526738143180874,0.25283734368264954,0.6333333333333333,0.77,0.00020102716763689988,corners3d
