n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
40,gate,2,1,0.2012989717428299,0.25166596119951956,0.8142857142857143,0.5,0.005559106559213746,iris
40,mixed,2,1,0.15605369385811885,0.29607998881473996,0.9,0.6333333333333333,6.547291716566992e-05,iris
