n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
10,gate,2,4,0.11866485738173162,0.296596164697109,0.8714285714285714,0.5333333333333333,0.012913335835152374,iris
10,mixed,2,4,0.12357344785970376,0.2785629784602772,0.8428571428571429,0.5666666666666667,0.0002859263215586108,iris
