,n_qubits,n_layers,seed,gate_train_loss,gate_acc_train,gate_acc_test,gate_lr,mixed_train_loss,mixed_acc_train,mixed_acc_test,mixed_lr,dataset,p
138,2,20,1,0.2495929681695239,0.5333333333333333,0.5142857142857142,0.0481070651401544,0.2490020717855494,0.6,0.5142857142857142,0.0012685561506817,iris,0.15
145,2,20,1,0.2495929681695239,0.5333333333333333,0.5142857142857142,0.0481070651401544,0.2490020717855494,0.6,0.5142857142857142,0.0012685561506817,iris,0.15
162,2,20,1,0.2497069180696855,0.5333333333333333,0.5142857142857142,0.0440769377814209,0.2491717892714829,0.5333333333333333,0.5142857142857142,0.0011050162175764,iris,0.18
169,2,20,1,0.2497069180696855,0.5333333333333333,0.5142857142857142,0.0440769377814209,0.2491717892714829,0.5333333333333333,0.5142857142857142,0.0011050162175764,iris,0.18
187,2,20,1,0.2497690497161305,0.5333333333333333,0.5142857142857142,0.0480972248852834,0.2493478489366234,0.5333333333333333,0.5142857142857142,0.0015036107399497,iris,0.21
193,2,20,1,0.2497690497161305,0.5333333333333333,0.5142857142857142,0.0480972248852834,0.2493478489366234,0.5333333333333333,0.5142857142857142,0.0015036107399497,iris,0.21
211,2,20,1,0.2498208038664386,0.5333333333333333,0.5142857142857142,0.049048759750894,0.2494869912208177,0.5333333333333333,0.5142857142857142,0.0017364841518512,iris,0.24
217,2,20,1,0.2498208038664386,0.5333333333333333,0.5142857142857142,0.049048759750894,0.2494869912208177,0.5333333333333333,0.5142857142857142,0.0017364841518512,iris,0.24
236,2,20,1,0.2498601304026698,0.5333333333333333,0.5142857142857142,0.0487930871260482,0.2495577626919115,0.5333333333333333,0.5142857142857142,0.0014234705485616,iris,0.27
240,2,20,1,0.2498601304026698,0.5333333333333333,0.5142857142857142,0.0487930871260482,0.2495577626919115,0.5333333333333333,0.5142857142857142,0.0014234705485616,iris,0.27
259,2,20,1,0.2498813463661915,0.5333333333333333,0.5142857142857142,0.0483728049216976,0.2496302122240521,0.5333333333333333,0.5142857142857142,0.0017541699569924,iris,0.3
264,2,20,1,0.2498813463661915,0.5333333333333333,0.5142857142857142,0.0483728049216976,0.2496302122240521,0.5333333333333333,0.5142857142857142,0.0017541699569924,iris,0.3
14,2,20,2,0.1148749852658709,0.9666666666666668,0.5857142857142856,0.0317527624220998,0.0827933409982401,0.9333333333333332,0.5714285714285715,0.0001254703491631,iris,0.0
23,2,20,2,0.1148749852658709,0.9666666666666668,0.5857142857142856,0.0317527624220998,0.0827933409982401,0.9333333333333332,0.5714285714285715,0.0001254703491631,iris,0.0
37,2,20,2,0.2442222233304014,0.9333333333333332,0.6142857142857143,0.030571830035655,0.2253619539252813,1.0,0.6142857142857143,0.000216352902501,iris,0.03
47,2,20,2,0.2442222233304014,0.9333333333333332,0.6142857142857143,0.030571830035655,0.2253619539252813,1.0,0.6142857142857143,0.000216352902501,iris,0.03
61,2,20,2,0.2487309697504231,0.8,0.5142857142857142,0.0481620847421717,0.2459466316195035,0.9333333333333332,0.7142857142857143,0.0001811610084016,iris,0.06
71,2,20,2,0.2487309697504231,0.8,0.5142857142857142,0.0481620847421717,0.2459466316195035,0.9333333333333332,0.7142857142857143,0.0001811610084016,iris,0.06
86,2,20,2,0.2493806466187232,0.5333333333333333,0.5142857142857142,0.0492305848667992,0.2477692704700983,0.8333333333333334,0.6142857142857143,0.0005643349294007,iris,0.09
96,2,20,2,0.2493806466187232,0.5333333333333333,0.5142857142857142,0.0492305848667992,0.2477692704700983,0.8333333333333334,0.6142857142857143,0.0005643349294007,iris,0.09
111,2,20,2,0.24961088867077,0.5,0.5,0.0488935347191644,0.2484884805291831,0.8666666666666667,0.7428571428571429,0.0004446320760527,iris,0.12
121,2,20,2,0.24961088867077,0.5,0.5,0.0488935347191644,0.2484884805291831,0.8666666666666667,0.7428571428571429,0.0004446320760527,iris,0.12
136,2,20,2,0.2497321811406344,0.5,0.5,0.048529560851468,0.2487687182087342,0.8333333333333334,0.7857142857142857,0.0007163707007572,iris,0.15
146,2,20,2,0.2497321811406344,0.5,0.5,0.048529560851468,0.2487687182087342,0.8333333333333334,0.7857142857142857,0.0007163707007572,iris,0.15
160,2,20,2,0.2498134131050794,0.5,0.5,0.0490325229646794,0.2490998525843522,0.7333333333333333,0.7571428571428571,0.0007672142372432,iris,0.18
170,2,20,2,0.2498134131050794,0.5,0.5,0.0490325229646794,0.2490998525843522,0.7333333333333333,0.7571428571428571,0.0007672142372432,iris,0.18
185,2,20,2,0.2498740885797879,0.5,0.5,0.0487220840085919,0.2493255477791076,0.7,0.7428571428571429,0.0010374104704105,iris,0.21
194,2,20,2,0.2498740885797879,0.5,0.5,0.0487220840085919,0.2493255477791076,0.7,0.7428571428571429,0.0010374104704105,iris,0.21
209,2,20,2,0.2499133476415916,0.5,0.5,0.0488578669591358,0.2495055805885989,0.5,0.5,0.0009665469277465,iris,0.24
218,2,20,2,0.2499133476415916,0.5,0.5,0.0488578669591358,0.2495055805885989,0.5,0.5,0.0009665469277465,iris,0.24
235,2,20,2,0.2499419618427431,0.5,0.5,0.0493941846978825,0.2496311759733924,0.5,0.5,0.0009479852955261,iris,0.27
242,2,20,2,0.2499419618427431,0.5,0.5,0.0493941846978825,0.2496311759733924,0.5,0.5,0.0009479852955261,iris,0.27
258,2,20,2,0.2499638734432306,0.5,0.5,0.0496957184671983,0.2497086622253085,0.5,0.5,0.0010617494926827,iris,0.3
266,2,20,2,0.2499638734432306,0.5,0.5,0.0496957184671983,0.2497086622253085,0.5,0.5,0.0010617494926827,iris,0.3
17,2,20,3,0.4324868418646582,0.6333333333333333,0.5714285714285714,0.021488333940763,0.534980755749632,0.6666666666666666,0.6714285714285714,0.0002260141023703,iris,0.0
19,2,20,3,0.4324868418646582,0.6333333333333333,0.5714285714285714,0.021488333940763,0.534980755749632,0.6666666666666666,0.6714285714285714,0.0002260141023703,iris,0.0
41,2,20,3,0.2480352404452765,0.6333333333333333,0.5142857142857142,0.0281504944621221,0.279362221503063,0.6333333333333333,0.7857142857142857,0.0001055537988352,iris,0.03
43,2,20,3,0.2480352404452765,0.6333333333333333,0.5142857142857142,0.0281504944621221,0.279362221503063,0.6333333333333333,0.7857142857142857,0.0001055537988352,iris,0.03
65,2,20,3,0.2496204843619435,0.6333333333333333,0.6428571428571429,0.0490386357139316,0.2559694253150674,0.6333333333333334,0.5714285714285714,0.0002905399182768,iris,0.06
67,2,20,3,0.2496204843619435,0.6333333333333333,0.6428571428571429,0.0490386357139316,0.2559694253150674,0.6333333333333334,0.5714285714285714,0.0002905399182768,iris,0.06
90,2,20,3,0.2499304145241548,0.5,0.6571428571428573,0.0451087143661667,0.2533406012886882,0.6666666666666667,0.6142857142857143,0.0005247338278695,iris,0.09
92,2,20,3,0.2499304145241548,0.5,0.6571428571428573,0.0451087143661667,0.2533406012886882,0.6666666666666667,0.6142857142857143,0.0005247338278695,iris,0.09
115,2,20,3,0.2500835217047483,0.6,0.6142857142857143,0.0489708340192211,0.2521381639269652,0.6333333333333334,0.5571428571428572,0.0006971994371747,iris,0.12
117,2,20,3,0.2500835217047483,0.6,0.6142857142857143,0.0489708340192211,0.2521381639269652,0.6333333333333334,0.5571428571428572,0.0006971994371747,iris,0.12
140,2,20,3,0.2501342520418748,0.6333333333333334,0.6285714285714286,0.0496030828481012,0.2515948914816485,0.6333333333333334,0.5571428571428572,0.000903201575733,iris,0.15
142,2,20,3,0.2501342520418748,0.6333333333333334,0.6285714285714286,0.0496030828481012,0.2515948914816485,0.6333333333333334,0.5571428571428572,0.000903201575733,iris,0.15
164,2,20,3,0.2501844428189837,0.6666666666666667,0.5428571428571429,0.0478181790605465,0.2512894970637694,0.6333333333333334,0.5571428571428572,0.0012682343082966,iris,0.18
166,2,20,3,0.2501844428189837,0.6666666666666667,0.5428571428571429,0.0478181790605465,0.2512894970637694,0.6333333333333334,0.5571428571428572,0.0012682343082966,iris,0.18
189,2,20,3,0.2503860502845654,0.6333333333333334,0.5571428571428572,0.0498258705631088,0.2512035051394716,0.6333333333333334,0.5571428571428572,0.0010149709933259,iris,0.21
195,2,20,3,0.2503860502845654,0.6333333333333334,0.5571428571428572,0.0498258705631088,0.2512035051394716,0.6333333333333334,0.5571428571428572,0.0010149709933259,iris,0.21
212,2,20,3,0.2504792333226792,0.6333333333333334,0.5571428571428572,0.0496608103641973,0.2505154036588461,0.6333333333333334,0.5571428571428572,0.0138651596850766,iris,0.24
219,2,20,3,0.2504792333226792,0.6333333333333334,0.5571428571428572,0.0496608103641973,0.2505154036588461,0.6333333333333334,0.5571428571428572,0.0138651596850766,iris,0.24
238,2,20,3,0.2504513914501257,0.6333333333333334,0.5571428571428572,0.048404020712193,0.2508502486470343,0.6333333333333334,0.5571428571428572,0.0013940920095645,iris,0.27
243,2,20,3,0.2504513914501257,0.6333333333333334,0.5571428571428572,0.048404020712193,0.2508502486470343,0.6333333333333334,0.5571428571428572,0.0013940920095645,iris,0.27
261,2,20,3,0.2504376178593474,0.6333333333333334,0.5571428571428572,0.0484635281458567,0.2504845544075323,0.6333333333333334,0.5571428571428572,0.0406259519334438,iris,0.3
267,2,20,3,0.2504376178593474,0.6333333333333334,0.5571428571428572,0.0484635281458567,0.2504845544075323,0.6333333333333334,0.5571428571428572,0.0406259519334438,iris,0.3
16,2,20,4,0.1007481384964293,1.0,0.5428571428571429,0.0130551080054065,0.1015528334558777,0.9333333333333332,0.6428571428571429,0.0001599459613023,iris,0.0
20,2,20,4,0.1007481384964293,1.0,0.5428571428571429,0.0130551080054065,0.1015528334558777,0.9333333333333332,0.6428571428571429,0.0001599459613023,iris,0.0
39,2,20,4,0.2425778157734447,0.9333333333333332,0.5857142857142856,0.0183514804887676,0.2284633909673153,0.9,0.5857142857142856,0.000177172521199,iris,0.03
44,2,20,4,0.2425778157734447,0.9333333333333332,0.5857142857142856,0.0183514804887676,0.2284633909673153,0.9,0.5857142857142856,0.000177172521199,iris,0.03
62,2,20,4,0.2474019848497583,0.6666666666666666,0.5714285714285715,0.0476536228426262,0.245200987055664,0.7,0.5714285714285715,0.0001509283796134,iris,0.06
68,2,20,4,0.2474019848497583,0.6666666666666666,0.5714285714285715,0.0476536228426262,0.245200987055664,0.7,0.5714285714285715,0.0001509283796134,iris,0.06
88,2,20,4,0.2482548639813041,0.6666666666666666,0.5714285714285715,0.0498667606695149,0.2474558197279382,0.6666666666666666,0.5714285714285715,0.0004279980446901,iris,0.09
93,2,20,4,0.2482548639813041,0.6666666666666666,0.5714285714285715,0.0498667606695149,0.2474558197279382,0.6666666666666666,0.5714285714285715,0.0004279980446901,iris,0.09
113,2,20,4,0.2486989511168097,0.6666666666666666,0.5714285714285715,0.0488458486990098,0.2479821264590239,0.6666666666666666,0.5714285714285715,0.0005296409701037,iris,0.12
118,2,20,4,0.2486989511168097,0.6666666666666666,0.5714285714285715,0.0488458486990098,0.2479821264590239,0.6666666666666666,0.5714285714285715,0.0005296409701037,iris,0.12
137,2,20,4,0.2489397194774909,0.6666666666666666,0.5714285714285715,0.049117441279461,0.248296892380172,0.6666666666666666,0.5714285714285715,0.00044762520518,iris,0.15
143,2,20,4,0.2489397194774909,0.6666666666666666,0.5714285714285715,0.049117441279461,0.248296892380172,0.6666666666666666,0.5714285714285715,0.00044762520518,iris,0.15
161,2,20,4,0.2490884375053185,0.6666666666666666,0.5714285714285715,0.0496757691088277,0.2485054865073052,0.6666666666666666,0.5714285714285715,0.0004807221369502,iris,0.18
167,2,20,4,0.2490884375053185,0.6666666666666666,0.5714285714285715,0.0496757691088277,0.2485054865073052,0.6666666666666666,0.5714285714285715,0.0004807221369502,iris,0.18
186,2,20,4,0.2491946609523271,0.6666666666666666,0.5714285714285715,0.0473755039357042,0.2486616142375059,0.6666666666666666,0.5714285714285715,0.0004824147532335,iris,0.21
191,2,20,4,0.2491946609523271,0.6666666666666666,0.5714285714285715,0.0473755039357042,0.2486616142375059,0.6666666666666666,0.5714285714285715,0.0004824147532335,iris,0.21
208,2,20,4,0.2492765235248978,0.6666666666666666,0.5714285714285715,0.0496108568588085,0.2487864669152777,0.6666666666666666,0.5714285714285715,0.0005155245085952,iris,0.24
215,2,20,4,0.2492765235248978,0.6666666666666666,0.5714285714285715,0.0496108568588085,0.2487864669152777,0.6666666666666666,0.5714285714285715,0.0005155245085952,iris,0.24
233,2,20,4,0.249339014122561,0.6666666666666666,0.5714285714285715,0.04943970141859,0.2488886195371731,0.6666666666666666,0.5714285714285715,0.000507580593816,iris,0.27
244,2,20,4,0.249339014122561,0.6666666666666666,0.5714285714285715,0.04943970141859,0.2488886195371731,0.6666666666666666,0.5714285714285715,0.000507580593816,iris,0.27
257,2,20,4,0.2493824438854426,0.6666666666666666,0.5714285714285715,0.0490564000576146,0.2489736335606411,0.6666666666666666,0.5714285714285715,0.0004573328975084,iris,0.3
268,2,20,4,0.2493824438854426,0.6666666666666666,0.5714285714285715,0.0490564000576146,0.2489736335606411,0.6666666666666666,0.5714285714285715,0.0004573328975084,iris,0.3
12,2,20,5,0.2299502074371709,0.9333333333333332,0.5285714285714286,0.006275035566177,0.187722371941697,0.8666666666666667,0.7571428571428572,0.0001003048162594,iris,0.0
21,2,20,5,0.2299502074371709,0.9333333333333332,0.5285714285714286,0.006275035566177,0.187722371941697,0.8666666666666667,0.7571428571428572,0.0001003048162594,iris,0.0
40,2,20,5,0.2506455324593944,0.7333333333333333,0.5142857142857142,0.0202548103724356,0.2491215763606963,0.7666666666666667,0.6571428571428573,8.473975609899215e-05,iris,0.03
45,2,20,5,0.2506455324593944,0.7333333333333333,0.5142857142857142,0.0202548103724356,0.2491215763606963,0.7666666666666667,0.6571428571428573,8.473975609899215e-05,iris,0.03
64,2,20,5,0.2505277614346609,0.5,0.6285714285714286,0.0458845736204937,0.2507630443746741,0.6666666666666666,0.5571428571428572,0.0001103254660793,iris,0.06
69,2,20,5,0.2505277614346609,0.5,0.6285714285714286,0.0458845736204937,0.2507630443746741,0.6666666666666666,0.5571428571428572,0.0001103254660793,iris,0.06
89,2,20,5,0.250328301304725,0.5,0.5714285714285715,0.0453791659895171,0.251178443709606,0.5333333333333333,0.5,0.0009328212041955,iris,0.09
94,2,20,5,0.250328301304725,0.5,0.5714285714285715,0.0453791659895171,0.251178443709606,0.5333333333333333,0.5,0.0009328212041955,iris,0.09
114,2,20,5,0.2500992351859015,0.5,0.5571428571428572,0.0480937667014043,0.2508759723977289,0.5,0.5,0.000585801010157,iris,0.12
119,2,20,5,0.2500992351859015,0.5,0.5571428571428572,0.0480937667014043,0.2508759723977289,0.5,0.5,0.000585801010157,iris,0.12
139,2,20,5,0.2500540262385569,0.5,0.5142857142857142,0.0451333958423428,0.2506373022960091,0.5,0.5,0.0007873817306969,iris,0.15
144,2,20,5,0.2500540262385569,0.5,0.5142857142857142,0.0451333958423428,0.2506373022960091,0.5,0.5,0.0007873817306969,iris,0.15
163,2,20,5,0.2500583579199489,0.5,0.5714285714285714,0.0494384563911841,0.2505006957081069,0.5,0.5,0.0006739500301694,iris,0.18
168,2,20,5,0.2500583579199489,0.5,0.5714285714285714,0.0494384563911841,0.2505006957081069,0.5,0.5,0.0006739500301694,iris,0.18
188,2,20,5,0.2500664954069336,0.5,0.5,0.0459182983437104,0.2503688295268732,0.5,0.5,0.0008404377128709,iris,0.21
192,2,20,5,0.2500664954069336,0.5,0.5,0.0459182983437104,0.2503688295268732,0.5,0.5,0.0008404377128709,iris,0.21
213,2,20,5,0.2500588426727479,0.5,0.5,0.0460461611541017,0.2502733763443685,0.5,0.5,0.0004413672636627,iris,0.24
216,2,20,5,0.2500588426727479,0.5,0.5,0.0460461611541017,0.2502733763443685,0.5,0.5,0.0004413672636627,iris,0.24
237,2,20,5,0.2500420187472788,0.5,0.5,0.0489193122357182,0.2502125583666925,0.5,0.5,0.000278684465868,iris,0.27
241,2,20,5,0.2500420187472788,0.5,0.5,0.0489193122357182,0.2502125583666925,0.5,0.5,0.000278684465868,iris,0.27
262,2,20,5,0.2500280310383228,0.5,0.5,0.0433281261499678,0.2501942527840524,0.5,0.5,0.0008551359574708,iris,0.3
265,2,20,5,0.2500280310383228,0.5,0.5,0.0433281261499678,0.2501942527840524,0.5,0.5,0.0008551359574708,iris,0.3
