n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,1,0.24936043691492243,0.2496306761214777,0.5,0.62,0.046495121866750574,corners3d
20,mixed,2,1,0.24889077699400824,0.24937997877357496,0.5133333333333333,0.51,0.00033200515924651844,corners3d
