n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,0,0.24187794389864023,0.2529044503089113,0.93,0.7,0.04037127329157589,digits_17
20,mixed,2,0,0.21479400231886245,0.2705944259476153,0.91,0.79,0.0003765869258302015,digits_17
