n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
25,gate,2,2,0.1797932741788972,0.25544036949833543,0.8933333333333333,0.56,0.005210178910925916,corners3d
25,mixed,2,2,0.1421965871481858,0.28583486452864754,0.9066666666666666,0.56,0.0002143901005302152,corners3d
