n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
20,gate,2,2,0.24981773122423373,0.24989796477731033,0.51,0.52,0.04918135609988195,corners3d
20,mixed,2,2,0.2496255135520009,0.24977556082701427,0.51,0.52,0.0008686287872472127,corners3d
