n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
25,gate,2,0,0.15947987393033242,0.20835053016845137,0.9533333333333334,0.78,0.011026725471812032,helix
25,mixed,2,0,0.0887906413552652,0.10433615244200208,1.0,0.97,0.0001230458771323363,helix
30,gate,2,0,0.1762029773525832,0.21976845771617448,0.94,0.72,0.01164855671704662,helix
30,mixed,2,0,0.1075149167427193,0.12635158530575918,0.99,0.94,0.00010125567031697343,helix
