n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
30,gate,2,0,0.15876950715027263,0.27444265529815515,0.98,0.54,0.012963690606484897,digits_17
30,mixed,2,0,0.11456925006926821,0.3394212903195845,0.94,0.7,5.6159714723428535e-05,digits_17
