n_layers,model,n_qubits,seed,train_loss,test_loss,acc_train,acc_test,lr,dataset
15,gate,2,0,0.11578806726406758,0.28526012498440106,0.9433333333333334,0.52,0.019464843772784603,digits_08
15,mixed,2,0,0.05096342018751782,0.48923374278506193,0.9633333333333334,0.85,5.94120407508123e-05,digits_08
